scenario_file,run_id,final_time_s,global_coverage,priority_coverage,redundant_coverage_rate,total_distance_m,effective_search_distance_m,path_efficiency,min_battery,event_count,conflict_count,no_fly_violations,map_update_count,target_found_count,confirm_done_count,time_to_95_coverage_s,time_to_priority_coverage_s,coverage_goal_met,priority_goal_met,turn_rate,replan_count,coverage_gain_per_meter,post_95_extra_distance_m,per_uav_workload_balance,target_response_time_s,target_confirm_duration_s,confirm_success_rate,search_resume_delay_s,coverage_gap_at_confirm_done,interrupted_task_resume_rate,supplemental_task_count,ignored_uncovered_cells,final_uncovered_cells,final_priority_uncovered_cells,post_95_extra_time_s
config\scenarios\area_search_2uav.yaml,area_search_2uav,413.0,0.9832003359932802,1.0,0.30158052114480993,8079.238815542518,7499.827560572972,0.928283930182272,0.7707394180231695,0,0,0,0,0,0,345.0,282.0,True,True,0.009654374846544541,11,0.00012169467426830341,1189.4112549695456,0.9789005091787116,,,0.0,,0.0,1.0,0,40,40,0,68.0
config\scenarios\area_search_2uav_target_confirm.yaml,area_search_2uav_target_confirm,450.0,0.9811003779924401,1.0,0.3343321917808219,8806.93434175952,7665.096679918786,0.870347885253723,0.750311888788892,2,0,0,0,1,1,387.0,319.0,True,True,0.011241142054457623,11,0.00011140089614843524,1077.9898987322304,0.9797705780313593,0.0,39.0,1.0,0.0,0.819382612347753,1.0,0,45,45,0,63.0
